Driver,LapTime,Compound,TyreLife,TyreLife_sq,Stint,TrackStatus,Race,LapInRace,LapInRace_sq,FuelWeightEffect,DriverForm,Position_normalized,S1_speed,S2_speed,S3_speed,AvgSpeed,IsPersonalBest_int,FreshTire_int,IsStartLap,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed
STR,97.515,MEDIUM,4.0,16.0,3.0,1,Japanese Grand Prix,20,400,-0.6,98.2646,0.8636363636363636,99.95835068721367,83.48600449896801,195.87572773273843,282.25,1,1,0,18.3,32.4,47.8,False,2.2
ALO,97.909,MEDIUM,5.0,25.0,3.0,1,Japanese Grand Prix,20,400,-0.6,98.29960000000001,0.9090909090909091,100.0138908181692,82.51392422471292,196.88269073010665,278.0,0,1,0,18.4,32.4,48.2,False,2.6
BOT,97.163,MEDIUM,9.0,81.0,2.0,1,Japanese Grand Prix,13,169,-0.39,98.2638,0.9545454545454546,100.82621481585214,83.63729293961853,195.49280477871304,280.75,1,1,0,18.4,32.4,48.2,False,2.6
ANT,93.367,HARD,7.0,49.0,2.0,1,Japanese Grand Prix,23,529,-0.69,93.9096,0.045454545454545456,105.96026490066225,86.9649241472606,200.04445432318295,283.25,1,1,0,18.4,32.1,47.6,False,0.8
PIA,93.667,HARD,11.0,121.0,2.0,1,Japanese Grand Prix,22,484,-0.6599999999999999,94.8184,0.09090909090909091,105.38024705813477,86.7658046323299,199.8445653380704,284.75,1,1,0,18.4,32.1,47.6,False,0.8
HAM,93.742,HARD,7.0,49.0,2.0,1,Japanese Grand Prix,23,529,-0.69,94.5934,0.13636363636363635,105.05427804365588,86.48233117928268,201.71457387796266,285.75,1,1,0,18.4,32.1,47.6,False,0.8
RUS,93.717,HARD,8.0,64.0,2.0,1,Japanese Grand Prix,23,529,-0.69,94.9948,0.18181818181818182,106.1352044576786,86.05029161487715,200.42311546598373,291.0,1,1,0,18.4,32.1,47.6,False,0.8
LEC,93.666,HARD,12.0,144.0,2.0,1,Japanese Grand Prix,22,484,-0.6599999999999999,94.3554,0.22727272727272727,104.95014867937729,86.77626187147472,201.36480590670098,290.75,1,1,0,18.4,32.1,47.6,False,0.8
NOR,94.083,HARD,13.0,169.0,2.0,1,Japanese Grand Prix,22,484,-0.6599999999999999,94.3096,0.2727272727272727,104.66333294569135,85.82053971583865,202.94266869609334,288.75,0,1,0,18.4,32.1,47.6,False,0.8
GAS,94.096,HARD,7.0,49.0,2.0,1,Japanese Grand Prix,22,484,-0.6599999999999999,95.3786,0.3181818181818182,104.60251046025105,86.2151547083054,200.8480249944209,289.25,1,1,0,18.4,32.1,47.6,False,0.8
VER,94.141,HARD,7.0,49.0,2.0,1,Japanese Grand Prix,22,484,-0.6599999999999999,95.4926,0.36363636363636365,104.54783063251438,86.21928437993965,200.52358937224977,295.0,1,1,0,18.4,32.1,47.6,False,0.8
LAW,94.925,HARD,7.0,49.0,2.0,1,Japanese Grand Prix,22,484,-0.6599999999999999,96.12780000000001,0.4090909090909091,103.0544184581914,85.57573452505468,200.8480249944209,292.0,1,1,0,18.4,32.1,47.6,False,0.8
OCO,94.428,HARD,10.0,100.0,2.0,1,Japanese Grand Prix,20,400,-0.6,96.776,0.45454545454545453,102.95421397317472,86.4304235090752,202.14498287382784,292.75,1,1,0,18.4,32.1,47.6,False,0.8
BOR,96.612,HARD,7.0,49.0,2.0,1,Japanese Grand Prix,21,441,-0.63,96.3854,0.5,100.8233910267182,84.43568815085843,197.04433497536948,282.5,0,1,0,18.4,32.1,47.6,False,0.8
HAD,96.05,HARD,10.0,100.0,2.0,1,Japanese Grand Prix,20,400,-0.6,96.688,0.5454545454545454,101.39702568724651,85.19701810436635,196.81810726586846,295.0,0,1,0,18.4,32.1,47.6,False,0.8
HUL,96.82,HARD,6.0,36.0,2.0,1,Japanese Grand Prix,22,484,-0.6599999999999999,96.07379999999999,0.5909090909090909,102.48235026189934,84.25388504025463,189.83336848766086,296.25,0,1,0,18.4,32.1,47.6,False,0.8
LIN,96.405,HARD,11.0,121.0,2.0,1,Japanese Grand Prix,19,361,-0.57,96.333,0.6363636363636364,100.12794125827446,85.14060024123171,198.15059445178335,295.25,0,1,0,18.4,32.1,47.6,False,0.8
SAI,96.427,HARD,7.0,49.0,2.0,1,Japanese Grand Prix,22,484,-0.6599999999999999,96.5006,0.6818181818181818,100.80645161290322,84.54673555659934,198.51116625310172,297.75,1,1,0,18.4,32.1,47.6,False,0.8
COL,96.172,HARD,12.0,144.0,2.0,1,Japanese Grand Prix,19,361,-0.57,96.41120000000001,0.7272727272727273,101.1605361508416,84.93370452507904,197.81306665201384,298.75,0,1,0,18.4,32.1,47.6,False,0.8
ALB,96.092,HARD,7.0,49.0,2.0,1,Japanese Grand Prix,22,484,-0.6599999999999999,96.55460000000001,0.7727272727272727,101.26012601260126,85.00590318772137,197.91094007696535,298.5,1,1,0,18.4,32.1,47.6,False,0.8
PER,96.293,HARD,8.0,64.0,2.0,1,Japanese Grand Prix,20,400,-0.6,97.5774,0.8181818181818182,100.91100210231255,84.90365793259592,197.61760992479554,291.5,1,1,0,18.4,32.1,47.6,False,0.8
STR,97.217,MEDIUM,5.0,25.0,3.0,1,Japanese Grand Prix,21,441,-0.63,97.99279999999999,0.8636363636363636,100.05280564742502,83.95718183726301,196.11047556790328,280.0,1,1,0,18.4,32.1,47.6,False,0.8
ALO,97.079,MEDIUM,6.0,36.0,3.0,1,Japanese Grand Prix,21,441,-0.63,98.0548,0.9090909090909091,100.93646610217014,83.54800529137368,196.46365422396855,279.75,1,1,0,18.4,32.1,47.6,False,0.8
BOT,97.203,MEDIUM,10.0,100.0,2.0,1,Japanese Grand Prix,14,196,-0.42,97.9306,0.9545454545454546,100.27855153203343,84.1180456574059,194.53150329622824,282.25,0,1,0,18.4,32.1,47.6,False,0.8
ANT,92.859,HARD,8.0,64.0,2.0,1,Japanese Grand Prix,24,576,-0.72,93.61280000000001,0.045454545454545456,106.66982725414086,87.23677514721204,201.75979375665528,282.25,1,1,0,18.4,31.9,48.4,False,3.5
PIA,93.699,HARD,12.0,144.0,2.0,1,Japanese Grand Prix,23,529,-0.69,94.0928,0.09090909090909091,105.35249187907876,86.73862760215883,199.73368841544607,282.75,0,1,0,18.4,31.9,48.4,False,3.5
HAM,93.875,HARD,8.0,64.0,2.0,1,Japanese Grand Prix,24,576,-0.72,94.3724,0.13636363636363635,105.14632864069164,86.43249861948092,200.15567663738463,284.75,0,1,0,18.4,31.9,48.4,False,3.5
RUS,93.612,HARD,9.0,81.0,2.0,1,Japanese Grand Prix,24,576,-0.72,94.71979999999999,0.18181818181818182,106.07578525546585,86.28127696289907,200.55710306406687,291.25,1,1,0,18.4,31.9,48.4,False,3.5
LEC,93.696,HARD,13.0,169.0,2.0,1,Japanese Grand Prix,23,529,-0.69,94.2094,0.22727272727272727,104.86149544143777,87.02378650164377,200.03333888981498,291.0,0,1,0,18.4,31.9,48.4,False,3.5
NOR,93.851,HARD,14.0,196.0,2.0,1,Japanese Grand Prix,23,529,-0.69,94.2228,0.2727272727272727,104.76689366160294,86.50103320678552,201.44367970454928,289.5,0,1,0,18.4,31.9,48.4,False,3.5
GAS,94.792,HARD,8.0,64.0,2.0,1,Japanese Grand Prix,23,529,-0.69,95.17660000000001,0.3181818181818182,103.91109828258045,85.52287736969639,199.41283997119592,289.0,0,1,0,18.4,32.0,49.7,False,1.9
VER,94.752,HARD,8.0,64.0,2.0,1,Japanese Grand Prix,23,529,-0.69,95.3256,0.36363636363636365,103.4037052994399,85.84100338595069,200.01111172842937,295.5,0,1,0,18.4,32.0,49.7,False,1.9
LAW,94.86,HARD,8.0,64.0,2.0,1,Japanese Grand Prix,23,529,-0.69,95.7566,0.4090909090909091,103.31764435770864,85.63069384648321,200.27816411682892,290.25,1,1,0,18.4,32.0,49.7,False,1.9
OCO,94.872,HARD,11.0,121.0,2.0,1,Japanese Grand Prix,21,441,-0.63,96.259,0.45454545454545453,103.13413166790811,85.71020427598685,200.40080160320645,290.5,0,1,0,18.4,32.0,49.7,False,1.9
BOR,95.524,HARD,8.0,64.0,2.0,1,Japanese Grand Prix,22,484,-0.6599999999999999,96.178,0.5,102.65476631783056,85.19903441094334,197.79133014669523,282.25,1,1,0,18.4,32.0,49.7,False,1.9
HAD,95.485,HARD,11.0,121.0,2.0,1,Japanese Grand Prix,21,441,-0.63,96.388,0.5454545454545454,102.86302074404253,85.15872640393623,197.66101136550813,295.25,1,1,0,18.4,32.0,49.7,False,1.9
LIN,95.724,HARD,12.0,144.0,2.0,1,Japanese Grand Prix,20,400,-0.6,96.1132,0.5909090909090909,101.19181470654374,85.82258564378859,197.79133014669523,293.0,0,1,0,18.4,32.0,49.7,False,1.9
HUL,96.242,HARD,7.0,49.0,2.0,1,Japanese Grand Prix,23,529,-0.69,96.2072,0.6363636363636364,99.02896597254696,85.5859068540047,201.95220464490072,293.25,0,1,0,18.4,32.0,49.7,False,1.9
SAI,96.134,HARD,8.0,64.0,2.0,1,Japanese Grand Prix,23,529,-0.69,96.4088,0.6818181818181818,99.89178390077417,85.46399829072004,200.31159581571333,297.25,1,1,0,18.4,32.0,49.7,False,1.9
COL,96.475,HARD,13.0,169.0,2.0,1,Japanese Grand Prix,20,400,-0.6,96.36580000000001,0.7272727272727273,99.52999723527786,85.18693800283957,199.501246882793,294.75,0,1,0,18.4,32.0,49.7,False,1.9
ALB,96.762,HARD,8.0,64.0,2.0,1,Japanese Grand Prix,23,529,-0.69,96.5886,0.7727272727272727,99.40083386255074,84.9397163957247,198.21605550049554,294.5,0,1,0,18.4,32.0,49.7,False,1.9
PER,96.86,HARD,9.0,81.0,2.0,1,Japanese Grand Prix,21,441,-0.63,97.3674,0.8181818181818182,100.58394568466935,84.07875376602752,197.23865877712035,292.0,0,1,0,18.4,32.0,49.7,False,1.9
ALO,97.411,MEDIUM,7.0,49.0,3.0,1,Japanese Grand Prix,22,484,-0.6599999999999999,97.8362,0.8636363636363636,100.8827238335435,83.4240956596297,193.82975286706508,279.0,0,1,0,18.4,32.0,49.7,False,1.9
BOT,97.369,MEDIUM,11.0,121.0,2.0,1,Japanese Grand Prix,15,225,-0.44999999999999996,97.66159999999999,0.9545454545454546,100.16137109787992,83.91412787580708,194.32149411637698,282.0,0,1,0,18.4,32.0,49.7,False,1.9
ANT,93.258,HARD,9.0,81.0,2.0,1,Japanese Grand Prix,25,625,-0.75,93.41619999999999,0.045454545454545456,105.91662008296804,87.03009790886014,201.07238605898124,283.5,0,1,0,18.5,31.7,49.6,False,1.4
PIA,93.41,HARD,13.0,169.0,2.0,1,Japanese Grand Prix,24,576,-0.72,93.82000000000001,0.09090909090909091,105.5192426063253,87.0006525048938,200.9601429049905,285.25,1,1,0,18.5,31.7,49.6,False,1.4
HAM,93.67,HARD,9.0,81.0,2.0,1,Japanese Grand Prix,25,625,-0.75,94.0728,0.13636363636363635,105.33707865168539,86.5571878531413,201.08361727084846,288.0,1,1,0,18.5,31.7,49.6,False,1.4
RUS,93.905,HARD,10.0,100.0,2.0,1,Japanese Grand Prix,25,625,-0.75,94.5962,0.18181818181818182,105.79522745973904,85.91475347238796,200.27816411682892,292.25,0,1,0,18.5,31.7,49.6,False,1.4
LEC,93.915,HARD,14.0,196.0,2.0,1,Japanese Grand Prix,24,576,-0.72,94.1392,0.22727272727272727,104.6542050641007,86.44702718278745,201.43240823634736,289.25,0,1,0,18.5,31.7,49.6,False,1.4
NOR,94.131,HARD,15.0,225.0,2.0,1,Japanese Grand Prix,24,576,-0.72,94.2948,0.2727272727272727,104.46591799425437,86.19244858381018,201.08361727084846,287.0,0,1,0,18.5,31.7,49.6,False,1.4
GAS,93.999,HARD,9.0,81.0,2.0,1,Japanese Grand Prix,24,576,-0.72,94.8708,0.3181818181818182,104.84317208841773,86.38479627585545,200.133422281521,287.0,1,1,0,18.5,31.7,49.6,False,1.4
VER,94.295,HARD,9.0,81.0,2.0,1,Japanese Grand Prix,24,576,-0.72,95.0646,0.36363636363636365,104.50534138411518,86.0482348160719,199.88895058300943,292.25,0,1,0,18.5,31.7,49.6,False,1.4
LAW,94.716,HARD,9.0,81.0,2.0,1,Japanese Grand Prix,24,576,-0.72,95.41139999999999,0.4090909090909091,103.59712230215827,85.84509729111026,199.66722129783693,289.0,1,1,0,18.5,31.7,49.6,False,1.4
OCO,94.631,HARD,12.0,144.0,2.0,1,Japanese Grand Prix,22,484,-0.6599999999999999,95.89399999999999,0.45454545454545453,103.40073529411764,86.05234851201148,200.22246941045606,291.25,0,1,0,18.5,31.7,49.6,False,1.4
BOR,95.18,HARD,9.0,81.0,2.0,1,Japanese Grand Prix,23,529,-0.69,96.0096,0.5,103.46016783538339,85.26966531656363,198.18331957060283,282.5,1,1,0,18.5,31.7,49.6,False,1.4
HAD,95.255,HARD,12.0,144.0,2.0,1,Japanese Grand Prix,22,484,-0.6599999999999999,96.1802,0.5454545454545454,103.43044302706431,85.02397203656031,198.80715705765405,288.5,1,1,0,18.5,31.7,49.6,False,1.4
HUL,94.637,HARD,8.0,64.0,2.0,1,Japanese Grand Prix,24,576,-0.72,96.00359999999999,0.5909090909090909,103.49883563809907,85.81440251722248,201.08361727084846,292.0,1,1,0,18.5,31.7,49.6,False,1.4
LIN,95.962,HARD,13.0,169.0,2.0,1,Japanese Grand Prix,21,441,-0.63,95.9952,0.6363636363636364,100.53338546175543,85.45791197835067,199.70044932601098,293.75,0,1,0,18.5,31.7,49.6,False,1.4
SAI,96.121,HARD,9.0,81.0,2.0,1,Japanese Grand Prix,24,576,-0.72,96.34100000000001,0.6818181818181818,101.42559305798163,84.94172054173941,197.31433269388873,294.0,1,1,0,18.5,31.7,49.6,False,1.4
COL,95.922,HARD,14.0,196.0,2.0,1,Japanese Grand Prix,21,441,-0.63,96.1732,0.7272727272727273,101.65184243964421,85.29592948869829,196.71056226435715,296.5,0,1,0,18.5,31.7,49.6,False,1.4
ALB,95.72,HARD,9.0,81.0,2.0,1,Japanese Grand Prix,24,576,-0.72,96.3702,0.7727272727272727,101.63175427700301,85.43560291430335,198.22696988051317,296.0,1,1,0,18.5,31.7,49.6,False,1.4
PER,96.192,HARD,10.0,100.0,2.0,1,Japanese Grand Prix,22,484,-0.6599999999999999,97.0136,0.8181818181818182,101.5457520027079,84.71385542168674,197.325147993861,288.75,1,1,0,18.5,31.7,49.6,False,1.4
ALO,97.864,MEDIUM,8.0,64.0,3.0,1,Japanese Grand Prix,23,529,-0.69,97.68860000000001,0.8636363636363636,99.62088717934527,83.19659818354093,195.0585175552666,280.75,0,1,0,18.5,31.7,49.6,False,1.4
BOT,97.112,MEDIUM,12.0,144.0,2.0,1,Japanese Grand Prix,16,256,-0.48,97.4,0.9090909090909091,100.56146819743569,84.0610843879886,194.73143289879377,281.5,1,1,0,18.5,32.0,50.7,False,2.0
ANT,92.868,HARD,10.0,100.0,2.0,1,Japanese Grand Prix,26,676,-0.78,93.2002,0.045454545454545456,106.52463382157123,87.31082654249127,201.782411299815,283.75,0,1,0,18.5,32.0,50.7,False,2.0
PIA,93.605,HARD,14.0,196.0,2.0,1,Japanese Grand Prix,25,625,-0.75,93.739,0.09090909090909091,105.59662090813094,86.5634317591613,200.836820083682,284.0,0,1,0,18.5,31.5,50.0,False,1.1
HAM,93.501,HARD,10.0,100.0,2.0,1,Japanese Grand Prix,26,676,-0.78,93.771,0.13636363636363635,105.76725328319183,86.87049057696484,199.74477057093716,284.0,1,1,0,18.5,31.5,50.0,False,1.1
RUS,93.405,HARD,11.0,121.0,2.0,1,Japanese Grand Prix,26,676,-0.78,93.97619999999999,0.18181818181818182,106.09766879844392,86.65302683836802,200.79201293992975,291.0,1,1,0,18.5,31.5,50.0,False,1.1
LEC,93.494,HARD,15.0,225.0,2.0,1,Japanese Grand Prix,25,625,-0.75,94.0116,0.22727272727272727,105.50687260045133,86.74907829104316,201.4098690835851,289.75,1,1,0,18.5,31.5,50.0,False,1.1
NOR,94.419,HARD,16.0,256.0,2.0,1,Japanese Grand Prix,25,625,-0.75,94.34639999999999,0.2727272727272727,103.89610389610391,86.13470510826654,200.28930677645488,285.25,0,1,0,18.5,31.5,50.0,False,1.1
GAS,94.066,HARD,10.0,100.0,2.0,1,Japanese Grand Prix,25,625,-0.75,94.553,0.3181818181818182,104.77604121190954,86.19451228271801,200.65771138732515,287.5,0,1,0,18.5,31.5,50.0,False,1.1
VER,94.128,HARD,10.0,100.0,2.0,1,Japanese Grand Prix,25,625,-0.75,94.6654,0.36363636363636365,104.52658169042711,86.3475007195625,200.0555709919422,291.75,1,1,0,18.5,31.5,50.0,False,1.1
LAW,94.647,HARD,10.0,100.0,2.0,1,Japanese Grand Prix,25,625,-0.75,95.1048,0.4090909090909091,103.73145079959662,85.912703147746,199.56760352569432,290.0,1,1,0,18.5,31.5,50.0,False,1.1
OCO,94.665,HARD,13.0,169.0,2.0,1,Japanese Grand Prix,23,529,-0.69,95.0472,0.45454545454545453,103.04261957237313,86.13882707630465,200.72483969891275,290.5,0,1,0,18.5,31.5,50.0,False,1.1
BOR,94.993,HARD,10.0,100.0,2.0,1,Japanese Grand Prix,24,576,-0.72,95.8432,0.5,103.48990973380094,85.42141230068339,199.30244145490786,284.0,1,1,0,18.5,31.5,50.0,False,1.1
HAD,94.986,HARD,13.0,169.0,2.0,1,Japanese Grand Prix,23,529,-0.69,95.6304,0.5454545454545454,103.71053238073289,85.21315122967312,199.70044932601098,294.5,1,1,0,18.5,31.5,50.0,False,1.1
HUL,94.905,HARD,9.0,81.0,2.0,1,Japanese Grand Prix,25,625,-0.75,95.79580000000001,0.5909090909090909,103.26726140959813,85.56556461388539,200.32274219575984,293.75,0,1,0,18.5,31.5,50.0,False,1.1
LIN,95.137,HARD,14.0,196.0,2.0,1,Japanese Grand Prix,22,484,-0.6599999999999999,95.9298,0.6363636363636364,102.47943294713771,85.71836754131151,199.88895058300943,292.75,1,1,0,18.5,31.5,50.0,False,1.1
SAI,95.583,HARD,10.0,100.0,2.0,1,Japanese Grand Prix,25,625,-0.75,96.1596,0.6818181818181818,102.13055689523107,85.34850640113798,198.3034042084389,289.0,1,1,0,18.5,31.5,50.0,False,1.1
COL,95.555,HARD,15.0,225.0,2.0,1,Japanese Grand Prix,22,484,-0.6599999999999999,96.1594,0.7272727272727273,102.04081632653062,85.55336391073934,197.84568036931194,296.75,1,1,0,18.5,31.5,50.0,False,1.1
ALB,95.909,HARD,10.0,100.0,2.0,1,Japanese Grand Prix,25,625,-0.75,96.2686,0.7727272727272727,101.10939474792868,85.31816565943832,198.7961786956762,293.0,0,1,0,18.5,31.5,50.0,False,1.1
PER,96.564,HARD,11.0,121.0,2.0,1,Japanese Grand Prix,23,529,-0.69,96.57939999999999,0.8181818181818182,101.2031935229956,84.57255620551132,195.3867028493894,285.75,0,1,0,18.5,31.5,50.0,False,1.1
ALO,98.062,MEDIUM,9.0,81.0,3.0,1,Japanese Grand Prix,24,576,-0.72,97.665,0.8636363636363636,100.07783831869232,82.98372596929603,192.43104554201412,274.0,0,1,0,18.5,31.5,50.0,False,1.1
BOT,97.142,MEDIUM,13.0,169.0,2.0,1,Japanese Grand Prix,17,289,-0.51,97.1978,0.9090909090909091,100.69366748713358,83.9258654854878,194.64720194647202,283.25,0,1,0,18.5,31.5,50.0,False,1.1
ANT,92.999,HARD,11.0,121.0,2.0,1,Japanese Grand Prix,27,729,-0.8099999999999999,93.0702,0.045454545454545456,106.35783502718034,87.18184680212143,201.5903236644641,283.75,0,1,0,18.5,31.5,50.2,False,0.6
PIA,93.484,HARD,15.0,225.0,2.0,1,Japanese Grand Prix,26,676,-0.78,93.57300000000001,0.09090909090909091,105.96650281105585,86.80764871838153,199.5565410199557,284.5,0,1,0,18.5,31.5,50.2,False,0.6
HAM,93.524,HARD,11.0,121.0,2.0,1,Japanese Grand Prix,27,729,-0.8099999999999999,93.6624,0.13636363636363635,105.91038804389397,86.60924794303035,200.36734012355987,289.75,0,1,0,18.5,31.5,50.2,False,0.6
RUS,93.5,HARD,12.0,144.0,2.0,1,Japanese Grand Prix,27,729,-0.8099999999999999,93.62780000000001,0.18181818181818182,106.49627263045794,86.19451228271801,200.7808142777468,290.0,0,1,0,18.5,31.5,50.2,False,0.6
LEC,93.444,HARD,16.0,256.0,2.0,1,Japanese Grand Prix,26,676,-0.78,93.643,0.22727272727272727,105.40493060842068,86.93132425383948,201.36480590670098,294.0,1,1,0,18.5,31.5,50.2,False,0.6
NOR,93.787,HARD,17.0,289.0,2.0,1,Japanese Grand Prix,26,676,-0.78,94.05420000000001,0.2727272727272727,105.10335162910195,86.42419877565719,201.34228187919464,286.0,0,1,0,18.5,31.5,50.2,False,0.6
GAS,93.823,HARD,11.0,121.0,2.0,1,Japanese Grand Prix,26,676,-0.78,94.15520000000001,0.3181818181818182,105.1125580308914,86.4677907479464,200.66889632107024,290.0,1,1,0,18.5,31.5,50.2,False,0.6
VER,93.925,HARD,11.0,121.0,2.0,1,Japanese Grand Prix,26,676,-0.78,94.2482,0.36363636363636365,104.21189752496743,86.61549936241369,202.05421788179828,293.75,1,1,0,18.5,31.5,50.2,False,0.6
LAW,94.773,HARD,11.0,121.0,2.0,1,Japanese Grand Prix,26,676,-0.78,94.7842,0.4090909090909091,103.46016783538339,85.76737980654691,199.96667222129645,290.0,0,1,0,18.5,31.5,50.2,False,0.6
OCO,94.697,HARD,14.0,196.0,2.0,1,Japanese Grand Prix,24,576,-0.72,94.6586,0.45454545454545453,103.21988703156808,85.96193796413478,200.65771138732515,291.75,0,1,0,18.5,31.5,50.2,False,0.6
BOR,94.891,HARD,11.0,121.0,2.0,1,Japanese Grand Prix,25,625,-0.75,95.44000000000001,0.5,104.35690060005219,85.45588340019465,197.07669568073575,285.5,1,1,0,18.5,31.5,50.2,False,0.6
HAD,94.718,HARD,14.0,196.0,2.0,1,Japanese Grand Prix,24,576,-0.72,95.2988,0.5454545454545454,104.22396572189572,85.75716429643394,197.82393669634027,295.0,1,1,0,18.5,31.5,50.2,False,0.6
HUL,94.82,HARD,10.0,100.0,2.0,1,Japanese Grand Prix,26,676,-0.78,95.48479999999999,0.5909090909090909,103.07802433786686,85.75103615835359,200.9713615809747,293.25,0,1,0,18.5,31.5,50.2,False,0.6
LIN,95.16,HARD,15.0,225.0,2.0,1,Japanese Grand Prix,23,529,-0.69,95.67760000000001,0.6363636363636364,102.6167265264238,85.58387219475085,199.8445653380704,292.0,0,1,0,18.5,31.5,50.2,False,0.6
SAI,95.094,HARD,11.0,121.0,2.0,1,Japanese Grand Prix,26,676,-0.78,95.8718,0.6818181818181818,102.50277611685316,85.5879416100043,200.9938026910837,289.75,1,1,0,18.5,31.5,50.2,False,0.6
COL,95.672,HARD,16.0,256.0,2.0,1,Japanese Grand Prix,23,529,-0.69,95.9592,0.7272727272727273,101.91948360794972,84.92168333647858,200.46775810223858,294.0,0,1,0,18.5,31.5,50.2,False,0.6
ALB,95.767,HARD,11.0,121.0,2.0,1,Japanese Grand Prix,26,676,-0.78,96.05,0.7727272727272727,101.514254293207,85.04606661941887,200.28930677645488,290.25,0,1,0,18.5,31.5,50.2,False,0.6
PER,96.366,HARD,12.0,144.0,2.0,1,Japanese Grand Prix,24,576,-0.72,96.455,0.8181818181818182,101.50280542476105,84.43766858215082,197.1090670170828,283.5,0,1,0,18.5,31.4,51.0,False,1.2
ALO,97.702,MEDIUM,10.0,100.0,3.0,1,Japanese Grand Prix,25,625,-0.75,97.6236,0.8636363636363636,100.40160642570281,83.30248056275454,193.23671497584542,275.5,0,1,0,18.5,31.4,51.0,False,1.2
BOT,97.072,MEDIUM,14.0,196.0,2.0,1,Japanese Grand Prix,18,324,-0.54,97.1796,0.9090909090909091,100.6036217303823,83.99440037330845,195.35489472541784,282.0,1,1,0,18.5,31.4,51.0,False,1.2
ANT,92.909,HARD,12.0,144.0,2.0,1,Japanese Grand Prix,28,784,-0.84,92.9786,0.045454545454545456,106.85663401602851,86.88097306689835,202.4405330934038,284.5,0,1,0,18.3,31.4,51.1,False,2.4
PIA,93.401,HARD,16.0,256.0,2.0,1,Japanese Grand Prix,27,729,-0.8099999999999999,93.51979999999999,0.09090909090909091,105.93532060147722,86.87258687258688,200.24474357548112,286.0,1,1,0,18.3,31.4,51.1,False,2.4
HAM,93.301,HARD,12.0,144.0,2.0,1,Japanese Grand Prix,28,784,-0.84,93.5742,0.13636363636363635,105.59662090813094,87.1902928140667,200.89285714285714,289.25,1,1,0,18.3,31.4,51.1,False,2.4
RUS,93.485,HARD,13.0,169.0,2.0,1,Japanese Grand Prix,28,784,-0.84,93.5814,0.18181818181818182,105.83877227024165,86.52806153106599,201.5000559722378,290.75,0,1,0,18.3,31.4,51.1,False,2.4
LEC,93.508,HARD,17.0,289.0,2.0,1,Japanese Grand Prix,27,729,-0.8099999999999999,93.6114,0.22727272727272727,104.76994266755916,87.19451643374428,201.56774916013438,292.5,0,1,0,18.3,31.4,51.1,False,2.4
NOR,93.494,HARD,18.0,324.0,2.0,1,Japanese Grand Prix,27,729,-0.8099999999999999,93.9364,0.2727272727272727,105.72687224669605,86.64677000096273,201.1622708985248,286.25,1,1,0,18.3,31.4,51.1,False,2.4
GAS,94.021,HARD,12.0,144.0,2.0,1,Japanese Grand Prix,27,729,-0.8099999999999999,94.14020000000001,0.3181818181818182,104.91344640671446,86.17387973956338,200.76961686464782,287.75,0,1,0,18.3,31.4,51.1,False,2.4
VER,93.841,HARD,12.0,144.0,2.0,1,Japanese Grand Prix,27,729,-0.8099999999999999,94.18820000000001,0.36363636363636365,104.86454995630645,86.52598182954381,201.06115610164758,293.75,1,1,0,18.3,31.4,51.1,False,2.4
LAW,94.85,HARD,12.0,144.0,2.0,1,Japanese Grand Prix,27,729,-0.8099999999999999,94.7692,0.4090909090909091,103.58221838584376,85.63680479566108,199.3686658913441,288.25,0,1,0,18.3,31.4,51.1,False,2.4
OCO,94.773,HARD,15.0,225.0,2.0,1,Japanese Grand Prix,25,625,-0.75,94.72760000000001,0.45454545454545453,103.30578512396694,86.0482348160719,199.02697921273773,292.25,0,1,0,18.3,31.4,51.1,False,2.4
BOR,95.093,HARD,12.0,144.0,2.0,1,Japanese Grand Prix,26,676,-0.78,95.1362,0.5,104.0823406961952,85.0742036109273,197.9218208807521,283.75,0,1,0,18.3,31.4,51.1,False,2.4
HAD,95.145,HARD,15.0,225.0,2.0,1,Japanese Grand Prix,25,625,-0.75,95.1178,0.5454545454545454,103.84215991692628,85.15469770082316,197.79133014669523,290.5,0,1,0,18.3,31.4,51.1,False,2.4
HUL,95.027,HARD,11.0,121.0,2.0,1,Japanese Grand Prix,27,729,-0.8099999999999999,95.12620000000001,0.5909090909090909,102.83951322630406,85.58997646275647,200.44543429844097,293.25,0,1,0,18.3,31.4,51.1,False,2.4
LIN,95.225,HARD,16.0,256.0,2.0,1,Japanese Grand Prix,24,576,-0.72,95.4416,0.6363636363636364,102.46193254589441,85.59608160159779,199.64507542147294,292.25,0,1,0,18.3,31.4,51.1,False,2.4
SAI,95.138,HARD,12.0,144.0,2.0,1,Japanese Grand Prix,27,729,-0.8099999999999999,95.614,0.6818181818181818,102.53489034463117,85.65921907345277,199.98888950613852,290.25,0,1,0,18.3,31.4,51.1,False,2.4
COL,94.76,HARD,17.0,289.0,2.0,1,Japanese Grand Prix,24,576,-0.72,95.6768,0.7272727272727273,102.880658436214,85.94552008976532,201.3310217549354,293.25,1,1,0,18.3,31.4,51.1,False,2.4
ALB,95.598,HARD,12.0,144.0,2.0,1,Japanese Grand Prix,27,729,-0.8099999999999999,95.9512,0.7727272727272727,101.6633249555223,85.42749341496406,199.49019173223985,290.75,1,1,0,18.3,31.4,51.1,False,2.4
